ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
wear stethoscope;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear suit;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear sweater;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear them;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear tourniquet;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear veil;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear watch;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear wet suit;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wear wings;wear.v.02;v00047745;simple_dressing-41.3.1;160;0
wedge door with cheese;lodge.v.02;v01528069;;;0
wedge doors with axe;lodge.v.02;v01528069;;;0
weigh anchor;weigh.v.03;v02704617;register-54.1;108;0
west;travel.v.01;v01835496;run-51.3.2;7;0
whip smooth lion;flog.v.01;v01411085;knead-26.5,spank-18.3;112;0
wield sword;wield.v.02;v01224415;hold-15.1-1;;0
wind canary;wind.v.05;v01522052;knead-26.5;;0
wind watch;wind.v.05;v01522052;knead-26.5;;0
wipe celery with napkin;wipe.v.01;v01392237;wipe_manner-10.4.1-1;63;0
wipe web;wipe.v.01;v01392237;wipe_manner-10.4.1-1;63;0
withdraw $603;withdraw.v.09;v02311387;remove-10.1;63;0
write 1 on cube;write.v.07;v01691057;scribble-25.2;;0
write 10 on cube;write.v.07;v01691057;scribble-25.2;;0
write 11 on cube;write.v.07;v01691057;scribble-25.2;;0
write 12 on cube;write.v.07;v01691057;scribble-25.2;;0
write 2 on cube;write.v.07;v01691057;scribble-25.2;;0
write 3 on cube;write.v.07;v01691057;scribble-25.2;;0
write 4 on cube;write.v.07;v01691057;scribble-25.2;;0
write 5 on cube;write.v.07;v01691057;scribble-25.2;;0
write 6 on cube;write.v.07;v01691057;scribble-25.2;;0
write 7 on cube;write.v.07;v01691057;scribble-25.2;;0
write 8 on cube;write.v.07;v01691057;scribble-25.2;;0
write 9 on cube;write.v.07;v01691057;scribble-25.2;;0
write cave on cube;write.v.07;v01691057;scribble-25.2;;0
write chasm on featureless cube;write.v.07;v01691057;scribble-25.2;;0
write mace on featureless;write.v.07;v01691057;scribble-25.2;;0
write on whiteboard with marker;write.v.07;v01691057;scribble-25.2;;0
write prize on featureless;write.v.07;v01691057;scribble-25.2;;0
x apparatus;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x arcade;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x ariana;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x arrangement;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x attendant;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bag;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x ball;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bar;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x barkeep;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x barman;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x barrels;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bats;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bay;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bed;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bladder;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x blade;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x blank card;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x block;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x blocks;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x boat;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x body;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bones;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x book;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x books;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x boot;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x boots;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bowl;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x box;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x boxes;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x brick;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bubble;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x building;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bulbs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x bushes;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x button;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cage;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x camera;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x car;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x card;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x carpark;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x carvings;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cat;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x chair;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x chairs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x chandelier;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x chest;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x chopper;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x city;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x clingfilm;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x clock;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x clover;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x coach;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x coat;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x coffee;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x coin;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x column;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x comb;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x compass;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x computers;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x console;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x contact points;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x contraption;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x control;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cooler;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x copier;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x copy;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x couch;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x counter;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x crack;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x crane;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x creature;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x crossbow;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x crowbar;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cubicles;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cup;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cupboard;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x curtain;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x cutout;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dent;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x desk;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x desks;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x device;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dials;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dispenser;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x district attorney;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x door;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dragon;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x drain;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dresser;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x duct;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dust;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x dusty brick;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x east mural;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x electric panel;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x electronics;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x fan;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x farm;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x feather;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x female;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x figure;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x floorboards;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x flower;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x flowers;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x flue;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x footprints;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x forcefield stud;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x forest;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x form;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x fountain;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x frank;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x fungus;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x fuse;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x gaping;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x gate;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x gauge;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x generator;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x generator access;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x globe;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x gnome;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x grass;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x grenade;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x grill;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x grille;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x guard;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x gun;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hand;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x handle;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hat;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hawk;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hawks;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hermit;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x hole;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x homing;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x horriblis;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x horse;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x huge statue;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x implementor;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x indicator;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x information stud;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x insect;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x invite;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x it;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x jail;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x juke;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x k9;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x kettle;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x key;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x keypad;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x keys;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x kite;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x knife;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x knob;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x label;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x ladder;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x leaf;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x left screen;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x lever;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x librarian;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x light;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x lye;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x machine;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x magazines;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x magnetite;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x male;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x man;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x marker;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mask;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x me;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x metal thing;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mine;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x minerals;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mirror;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x moss;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mukhtar;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mural;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x murals;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x mushroom;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x natives;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x nest;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x note;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x officer;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x old man;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x opener;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x outcrop;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pack;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x paint splotches;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x painting;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pair;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pan;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x panel;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x panels;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x paper;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x papers;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pass;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x patch;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pedestal;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pen;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x photograph;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pig;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pile;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pipe;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x plants;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x plaque;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x plate;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pool;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x porous wall;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x posse;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x pots;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x powerup stud;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x prep table;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x printer;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x printouts;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x probe;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x project status stud;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x rack;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x rags;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x respirator;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x right screen;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x river;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x robot;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x rock;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x rods;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x safe;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x salt;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sandstone;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x scanner;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x screen;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x security gates;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x self;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sequence stud;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x servers;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x shadow;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x shaman;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x shape;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sheet;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x shelf;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x shelves;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sign;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x skeleton;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sketch;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x slabs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x slot;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x soft things;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sonar;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x stairs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x stalk;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x statue;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x status display;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x storm;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x stove;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x stranger;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x studs;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x swallow;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x switch;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x sydney;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x table;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x tables;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x technician;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x temple;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
x terrock;examine.v.02;v002131279;investigate-35.4,sight-30.2;1262;0
